roduid,lifespan,FAILURETYPE,H2S_CONCENTRATION,PrimarySetpoint,SecondarySetpoint,StrokeLength,GrossStrokeLength,Fillage,bha_configuration,max_unguided_dls,dls_high_in_hole,gas_anchor_length,MAX_INCLINATION,manual_scale,packer_vs_tac,AVG_PRESS_FLOWLINE,AVG_PRESSURE_TUBING,AVG_PRESSURE_CASING,AVG_OIL_VOLUME,AVG_WATER_VOLUME,AVG_LIQUID_VOLUME,rod_sinker_type,rod_has_guides,rod_make,rod_apigrade,ROUTE,overall_max_sideload,shallow_max_sideload,max_unguided_sideload,DESANDDEGAS_TYP,NIPPLE_SET_DEPTH,pump_bore
GB13HDHO33884772286099,214.02083333333334,Tubing,0.0,75.0,60.0,144.0,148.040109252929,98.7142868041992,TAC_ABOVE_NIP,5.372555,2.8333333333322996,0.0,11.06,N,OTHER_ANCHOR,42.690633,114.239174,71.76642199999999,74.900452,41.606334999999994,116.50678700000002,SINKER_BARS_W_GUIDED_SUBS,False,mesh enterprise portals,SpecialService,901,501.36,274.57,501.36,Bender-King,10392.0,1.5
GB90MBCD18286227039528,266.625,Sucker Rod Pump,0.0,70.0,65.0,168.77582281988998,156.870392408239,93.73809814453121,TAC_BELOW_NIP,2.59,0.89,17.11,5.89,N,OTHER_ANCHOR,63.834552,79.517687,90.424925,149.72,42.905454999999996,192.62545500000002,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,882,133.94,37.65,114.07,Miller LLC,9991.1,1.75
GB13CHHH18165930537493,220.6875,Rods,0.0,75.0,60.0,144.039993286132,114.979087074204,47.2999992370605,TAC_BELOW_NIP,1.49,2.94,19.22,5.79,N,OTHER_ANCHOR,64.067425,72.644026,93.725625,57.173889,38.542991,95.71688,SINKER_BARS_W_GUIDED_SUBS,True,strategize next-generation users,SpecialService,886,202.26,202.26,113.27,UNKNOWN,9638.4,1.5
GB03DJSR02923592786629,712.4166666666666,Tubing,0.0,75.0,60.0,144.0,148.607909058495,95.8333358764648,TAC_ABOVE_NIP,1.1406922,0.0,17.12,6.97,N,OTHER_ANCHOR,69.45853699999999,116.342344,153.43088,180.679947,82.02656,262.706507,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,902,138.65,138.65,138.65,UNKNOWN,10276.4,1.75
GB66GIEZ95965461639805,134.39583333333334,Tubing,0.0,75.0,60.0,216.11999511718702,211.29049162688,22.2923069000244,PACKER_DONNAN,1.6170788999999999,3.7391304347829997,8.7,1.98,N,arrowset,56.175596999999996,67.62134300000001,71.120448,11.551333,2.088889,13.640222,UNKNOWN,True,strategize next-generation users,K,875,63.42,63.42,63.42,UNKNOWN,5204.3,1.5
GB16HKOF19729866493276,748.2916666666666,Rods,0.0,80.0,66.0,144.039826878562,139.615292987103,84.77777862548821,TAC_ABOVE_NIP,2.2,2.2,17.15,3.9,N,OTHER_ANCHOR,57.687144999999994,91.54824599999999,127.41466899999999,109.022699,113.31021399999999,222.332913,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,881,203.04,203.04,203.04,Miller LLC,10159.7,1.75
GB22OERH70224990871801,209.45833333333334,Tubing,0.0,75.0,60.0,169.429992675781,133.563094171984,68.7069473266601,TAC_BELOW_NIP,2.32,1.25,19.2,4.03,N,OTHER_ANCHOR,61.78123299999999,69.913624,88.633303,166.17808200000002,37.424658,203.60273999999998,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,882,164.05,146.05,164.05,UNKNOWN,9718.1,1.75
GB52XFLM13223917978394,217.125,Sucker Rod Pump,0.0,75.0,65.0,168.039993286132,153.50711188683098,99.3000030517578,TAC_ABOVE_NIP,1.56,1.7,19.8,6.07,N,OTHER_ANCHOR,54.880593999999995,211.402248,83.664679,39.953241999999996,46.380183,86.333425,SLICK_SINKER_BARS,True,strategize next-generation users,SpecialService,900,164.61,164.61,121.73,West-Washington,9014.5,1.75
GB20XRGN05048308929172,423.2083333333333,Tubing,0.0,75.0,60.0,143.94940171014602,151.648540265965,99.8000030517578,TAC_ABOVE_NIP,1.4752623,0.6534971775368299,0.0,1.9,N,OTHER_ANCHOR,52.938248,76.415267,52.985556,33.540376,52.018761,85.55913699999999,SLICK_SINKER_BARS,False,strategize next-generation users,D,900,64.1,64.1,64.1,UNKNOWN,10040.5,1.25
GB97OMEC45068804712054,1684.7083333333333,Sucker Rod Pump,0.0,75.0,60.0,144.0,117.737715498428,76.3000030517578,PACKER_DONNAN,0.81,0.36,20.74,1.8,N,OTHER_PACKER,58.420013,94.31920699999999,134.325505,62.913437,15.271007,78.184444,SLICK_SINKER_BARS,False,strategize next-generation users,D,875,37.67,25.65,37.67,UNKNOWN,9872.8,1.5
GB07WDVF58361503916318,453.0833333333333,Tubing,0.0,65.0,0.0,144.0,119.86424024481501,54.4000015258789,TAC_BELOW_NIP,1.86,1.86,17.14,1.38,N,OTHER_ANCHOR,78.62,98.48305400000001,118.56466200000001,119.713449,62.597831000000006,182.31128,SLICK_SINKER_BARS,False,strategize next-generation users,SpecialService,901,198.86,198.86,198.86,Miller LLC,10401.3,1.75
GB53PDYE09917214931273,331.9583333333333,Tubing,0.5,80.0,60.0,168.22000122070298,151.400809882668,0.0,TAC_BELOW_NIP,6.2786026,0.0,17.11,27.85,N,OTHER_ANCHOR,100.12401899999999,184.355357,266.028958,36.997989000000004,37.858908,74.856897,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,904,671.69,671.69,296.97,Miller LLC,9579.8,1.75
GB76HYNH40477569091186,1482.1666666666667,Tubing,0.0,75.0,65.0,144.0,107.05856717117399,88.2740173339843,TAC_ABOVE_NIP,0.5904994,0.590499405955202,19.22,1.58,N,OTHER_ANCHOR,60.87818000000001,85.238285,62.21755699999999,44.706082,59.201965,103.908048,SLICK_SINKER_BARS,False,strategize next-generation users,D,900,43.21,43.21,43.21,UNKNOWN,9941.2,1.5
GB30SJIP57099037194555,239.3125,Tubing,0.0,75.0,60.0,144.039993286132,144.49323960425102,95.24615478515621,TAC_BELOW_NIP,2.0136523,1.15624999999965,19.45,2.37,N,OTHER_ANCHOR,55.588967000000004,82.016296,124.096777,95.932664,47.649303,143.581967,SINKER_BARS_W_GUIDED_SUBS,False,strategize next-generation users,SpecialService,874,114.27,114.27,114.27,Bender-King,9771.5,1.5
GB67LRQM69579336373707,136.05208333333334,Tubing,1.0,75.0,60.0,144.0,124.708320801516,98.19999694824209,TAC_BELOW_NIP,3.7565706,1.83348927173372,20.11,2.39,N,OTHER_ANCHOR,66.619722,84.445,184.81599999999997,148.113889,104.24256899999999,252.356458,SINKER_BARS_W_GUIDED_SUBS,False,strategize next-generation users,SpecialService,902,208.95,108.66,208.95,West-Washington,10299.3,2
GB94VKHH66904448476219,235.04166666666666,Tubing,0.0,75.0,65.0,165.395994600336,165.907609696821,98.0,TAC_BELOW_NIP,2.07,2.73,17.11,11.79,N,OTHER_ANCHOR,89.209469,183.574054,229.27828599999998,386.059839,449.70481900000004,835.7646589999999,SINKER_BARS_W_GUIDED_SUBS,True,mesh enterprise portals,SpecialService,903,296.06,296.06,131.89,Miller LLC,8716.6,2
GB73SKXG17154110898043,419.0840277777778,Tubing,0.0,75.0,60.0,144.0,99.3406945770862,84.3285675048828,TAC_ABOVE_NIP,4.05,2.83,17.12,6.44,N,OTHER_ANCHOR,46.041404,68.255565,51.737646999999996,48.932558,25.244754999999998,74.144522,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,886,312.07,312.07,312.07,UNKNOWN,9897.1,1.75
GB09YIFZ66265237562889,379.0,Rods,0.0,75.0,60.0,167.627545945187,130.53677626059,79.2269210815429,TAC_BELOW_NIP,2.58,2.2,17.15,5.63,N,OTHER_ANCHOR,63.975513,73.068252,82.354667,84.611675,41.104061,125.715736,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,883,417.91,417.91,288.92,UNKNOWN,9820.6,1.75
GB84TILU31356214404322,699.4166666666666,Sucker Rod Pump,0.0,75.0,60.0,169.399993896484,112.85690331978,70.5565185546875,TAC_BELOW_NIP,2.3293016,2.48110197695853,20.0,7.17,N,OTHER_ANCHOR,67.1175,91.481107,85.63081899999999,65.733856,38.298457,104.032314,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,883,277.42,277.42,200.13,Miller LLC,9802.3,2
GB45ZEXD51224691866352,456.5416666666667,Tubing,0.0,75.0,60.0,144.039993286132,124.6916009764,83.56956481933591,TAC_BELOW_NIP,2.7833333,2.78333333333317,19.24,2.2,N,OTHER_ANCHOR,60.700127,73.546562,96.036429,118.593291,21.620545,140.21383600000001,SINKER_BARS_W_GUIDED_SUBS,True,mesh enterprise portals,D,875,262.71,262.71,262.71,Miller LLC,9375.0,1.75
GB64OOJD76343317105681,170.0625,Tubing,0.0,70.0,60.0,168.02000427246,153.56786578143,95.57086944580071,TAC_BELOW_NIP,2.24,2.6,17.09,5.22,N,OTHER_ANCHOR,56.677714,57.288129000000005,80.188,47.3324,50.627714000000005,97.960114,SUCKER_RODS_W_GUIDES,True,strategize next-generation users,SpecialService,872,259.06,259.06,259.06,Miller LLC,9815.8,1.5
GB04NDVQ89001098529604,456.4375,Tubing,0.0,75.0,60.0,144.0,139.408483607794,96.0173873901367,TAC_ABOVE_NIP,1.6129031999999999,1.61290322580649,17.19,3.5,N,OTHER_ANCHOR,62.374686,99.343165,125.13313500000001,114.0625,68.235417,182.29791699999998,SLICK_SINKER_BARS,False,strategize next-generation users,SpecialService,901,118.07,118.07,118.07,Miller LLC,10271.1,1.75
GB73EGQZ37112411168596,517.1666666666666,Tubing,0.0,75.0,60.0,168.22000122070298,190.07629411485402,97.9000015258789,PACKER_DONNAN,0.0,2.9693920884412996,20.06,26.7,N,OTHER_PACKER,84.456136,191.91853700000001,228.426954,84.948555,47.347784000000004,132.296339,SUCKER_RODS_W_GUIDES,True,mesh enterprise portals,SpecialService,904,558.64,558.64,0.0,Miller LLC,11003.7,1.25
GB69PCXL57370882282810,407.0,Tubing,5.0,75.0,60.0,144.0,148.01629660539498,84.5999984741211,NOSEP_PACKER,1.49,1.49,0.0,1.7,Y,arrowset,50.770179,144.414132,58.41301800000001,95.262428,51.150512,146.41294,SLICK_SINKER_BARS,False,strategize next-generation users,D,884,85.19,85.19,85.19,Bender-King,10122.3,2
GB17TTBB66633004308528,515.1875,Tubing,0.0,75.0,60.0,169.399993896484,128.103277660551,58.45357131958,TAC_BELOW_NIP,4.03,4.51,17.38,5.77,N,OTHER_ANCHOR,60.941954,68.39075600000001,74.368466,61.22824,36.49323,97.72147,SLICK_SINKER_BARS,True,strategize next-generation users,SpecialService,872,391.99,391.99,254.77,Miller LLC,8606.2,1.75
GB13JOYX16964767860507,312.0520833333333,Tubing,0.0,75.0,60.0,144.0,145.021999652569,85.43077087402341,TAC_BELOW_NIP,1.3961787,1.05611029826487,17.14,1.36,N,OTHER_ANCHOR,72.219509,86.10893100000001,130.844223,116.861671,31.708934000000003,148.570605,SINKER_BARS_W_GUIDED_SUBS,False,mesh enterprise portals,SpecialService,883,132.11,132.11,132.11,Miller LLC,9978.6,1.75
GB51ONNP83737080999485,474.3958333333333,Sucker Rod Pump,0.0,75.0,60.0,144.0,121.501447723242,80.0,TAC_BELOW_NIP,2.9635916,2.88585037559847,0.0,5.57,N,OTHER_ANCHOR,53.17191,68.94619499999999,78.579915,51.890947,17.549383,69.440329,SLICK_SINKER_BARS,True,strategize next-generation users,SpecialService,874,264.47,264.47,196.0,UNKNOWN,9572.2,1.75
GB96ZVLX03755810204150,309.9791666666667,Tubing,0.0,70.0,65.0,151.373686814393,192.595799490121,90.0714263916015,TAC_BELOW_NIP,1.77,1.76,17.1,5.8,N,OTHER_ANCHOR,109.68996899999999,128.901944,166.800153,183.481818,104.927273,288.409091,SINKER_BARS_W_GUIDED_SUBS,True,mesh enterprise portals,SpecialService,880,162.2,162.2,162.2,Miller LLC,8545.7,2
GB65AWHA94167160393775,239.38541666666666,Tubing,0.0,70.0,65.0,168.259994506835,142.943456313189,97.6006927490234,PACKER_DONNAN,2.7122604999999997,2.70180068166297,20.7,34.96,N,arrowset,35.984115,69.658282,39.728794,36.377055,44.077581,80.454635,SUCKER_RODS_W_GUIDES,True,mesh enterprise portals,SpecialService,905,341.94,341.94,163.84,Miller LLC,11998.9,1.5
GB33GSRG67997543707745,122.04166666666667,Sucker Rod Pump,0.0,50.0,60.0,169.429992675781,105.50672607421801,0.0,PACKER_DONNAN,1.8,2.35,2.75,2.24,N,arrowset,54.050568999999996,95.60991800000001,46.305462,95.153226,103.33064499999999,198.483871,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,873,245.25,245.25,141.23,Miller LLC,9626.9,1.5
GB89EMOX49361769659395,485.2291666666667,Rods,0.0,80.0,60.0,144.0,91.1535726898345,93.5999984741211,TAC_ABOVE_NIP,1.5199748,1.7628211719383502,17.17,7.03,N,OTHER_ANCHOR,66.190398,83.797487,84.624346,46.373993,23.055851,69.42984399999999,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,883,218.24,218.24,121.92,Miller LLC,10162.2,2
GB42MWOL83601387236064,418.8020833333333,Sucker Rod Pump,0.0,90.0,65.0,144.0,110.672239845677,98.0999984741211,PACKER_DONNAN,2.7,2.7,20.02,6.45,N,arrowset,52.026534999999996,56.83891,104.999977,29.323141999999997,18.212615,47.535757000000004,SINKER_BARS_W_GUIDED_SUBS,True,mesh enterprise portals,SpecialService,886,238.01,238.01,238.01,UNKNOWN,9729.8,1.5
GB02SWBN79706624946726,462.1041666666667,Tubing,0.0,75.0,60.0,144.0,152.441880922059,82.12608337402341,TAC_ABOVE_NIP,2.6811895,2.54661747636932,17.13,6.6,N,OTHER_ANCHOR,64.434025,99.031498,177.81249,121.088889,40.309090999999995,161.39798000000002,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,886,285.36,285.36,285.36,Miller LLC,9756.1,1.75
GB56MMOA65649289726430,293.8854166666667,Tubing,0.0,75.0,60.0,144.039993286132,151.271920585632,99.0,TAC_BELOW_NIP,10.17,10.17,19.27,2.99,N,OTHER_ANCHOR,50.237959000000004,80.187973,105.92096200000002,71.030746,79.075288,150.10603400000002,SLICK_SINKER_BARS,False,strategize next-generation users,K,872,294.92,294.92,294.92,UNKNOWN,10189.6,1.5
GB07ANGH29255554500943,301.0625,Tubing,0.0,75.0,65.0,168.02000427246,149.022636499944,98.4000015258789,TAC_BELOW_NIP,2.71,2.61,20.02,10.81,N,OTHER_ANCHOR,65.60798100000001,171.016156,264.75234,208.12811499999998,218.676677,426.804792,SUCKER_RODS_W_GUIDES,False,mesh enterprise portals,SpecialService,903,295.99,295.99,295.99,West-Washington,9023.4,2
GB13HDOQ12635814896117,369.1875,Tubing,0.0,40.0,0.0,144.0,146.472874599954,41.3148155212402,PACKER_DONNAN,0.85310787,0.699059486063105,20.72,1.05,N,arrowset,57.34020400000001,64.133048,145.182877,25.859357,15.164933,41.02429,SLICK_SINKER_BARS,False,strategize next-generation users,D,883,55.42,55.42,55.42,UNKNOWN,9899.5,1.5
GB18UMEB74583373865624,873.8430555555556,Tubing,0.0,75.0,60.0,144.0,149.073164506392,85.097900390625,TAC_BELOW_NIP,6.970559,6.97055923125131,19.22,4.09,N,OTHER_ANCHOR,63.022904000000004,86.110247,140.357235,112.234727,25.120043,137.35477,SLICK_SINKER_BARS,False,strategize next-generation users,D,885,207.74,207.74,207.74,Miller LLC,9531.9,1.5
GB85HCWM96582377115805,38.354166666666664,Tubing,0.0,70.0,65.0,168.259994506835,169.49816665649402,98.5999984741211,TAC_BELOW_NIP,2.05,2.05,20.03,6.96,N,OTHER_ANCHOR,53.261842,104.70222199999999,155.023846,316.3,235.925,552.225,SUCKER_RODS_W_GUIDES,False,mesh enterprise portals,SpecialService,903,190.25,190.25,190.25,West-Washington,8014.4,2
GB48KXYL62745666173574,386.875,Tubing,0.0,75.0,65.0,168.02000427246,156.562565551407,97.4000015258789,TAC_BELOW_NIP,1.59,3.83,17.15,7.9,N,OTHER_ANCHOR,80.544311,135.545302,200.113442,188.88571399999998,214.86867200000003,403.754386,SUCKER_RODS_W_GUIDES,True,mesh enterprise portals,SpecialService,903,484.67,484.67,147.48,Miller LLC,9736.0,2
GB22AVXD14628872736718,783.3333333333334,Tubing,0.0,75.0,65.0,144.039993286132,139.858347447932,69.3000030517578,TAC_BELOW_NIP,2.0952382,2.09523809523786,0.0,1.9,N,OTHER_ANCHOR,54.62429100000001,71.831405,92.99923100000001,64.78282,17.802891,82.585711,SLICK_SINKER_BARS,False,strategize next-generation users,D,875,151.85,151.85,151.85,UNKNOWN,9642.7,1.5
GB78ZMAF95974146637459,424.3333333333333,Tubing,0.0,75.0,60.0,144.199996948242,127.62528589421999,87.9840240478515,TAC_BELOW_NIP,1.272284,1.05152539825162,17.11,1.52,N,OTHER_ANCHOR,62.146614,73.965587,96.302563,100.01467,38.952566999999995,138.967237,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,875,88.14,53.59,88.14,UNKNOWN,9460.9,1.75
GB36WSYZ49655749729702,450.7916666666667,Tubing,0.0,80.0,65.0,144.039993286132,116.48593721121401,84.0999984741211,TAC_BELOW_NIP,0.72750956,0.0,21.16,0.54,N,OTHER_ANCHOR,57.463983999999996,66.191532,91.278852,88.893516,29.921198999999998,118.81471499999999,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,885,259.54,259.54,69.48,UNKNOWN,9780.8,1.75
GB80LRQS28801032797233,213.91666666666666,Tubing,0.0,75.0,60.0,168.0,136.18955590174699,70.81034088134759,TAC_BELOW_NIP,1.47,1.02,17.15,2.19,N,OTHER_ANCHOR,53.868692,64.37331,106.93188400000001,52.467290000000006,37.205607,89.67289699999999,SUCKER_RODS_W_GUIDES,False,strategize next-generation users,SpecialService,872,141.88,141.88,141.88,Miller LLC,9882.2,1.75
GB44MGIW07893346354246,541.9166666666666,Tubing,0.0,75.0,60.0,144.0,115.091107772024,64.59999847412111,TAC_ABOVE_NIP,2.08,2.08,17.12,3.0,N,OTHER_ANCHOR,37.741741,48.198786,82.36976800000001,74.644965,14.411206,89.05617,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,885,224.8,224.8,224.8,UNKNOWN,10276.8,1.75
GB71CKPN99644459083877,278.9895833333333,Rods,0.0,80.0,65.0,169.399993896484,189.164968684099,74.0,TAC_BELOW_NIP,2.481102,2.48110197695853,20.0,7.17,N,OTHER_ANCHOR,66.936947,70.92971800000001,93.695927,32.315348,23.002006,55.317354,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,883,274.88,274.88,274.88,Miller LLC,9802.3,1.75
GB11XOLI96716274318593,293.8333333333333,Rods,0.0,80.0,65.0,168.0,115.271388786069,94.06071472167959,PACKER_DONNAN,2.63,4.11,20.72,6.27,N,arrowset,57.508852000000005,60.538079,78.95099300000001,39.130459,14.511311,53.641769999999994,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,872,351.21,351.21,237.42,UNKNOWN,9784.3,1.75
GB89RKTR48326057394110,686.4166666666666,Tubing,0.0,0.0,60.0,144.0,45.6888712749146,0.0,TAC_ABOVE_NIP,2.99,2.99,17.1,5.63,N,OTHER_ANCHOR,53.379568000000006,87.791189,154.27798,123.39428600000001,38.658571,162.05285700000002,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,881,274.61,274.61,274.61,Miller LLC,9930.8,1.75
GB19SEQJ98398879580468,60.895833333333336,Sucker Rod Pump,0.0,80.0,65.0,144.0,151.614128367106,65.3000030517578,TAC_BELOW_NIP,1.0097401,0.458541680285631,17.14,2.08,N,OTHER_ANCHOR,55.809063,66.994063,68.418254,63.735231000000006,34.855385,98.590615,SLICK_SINKER_BARS,False,strategize next-generation users,K,874,74.2,39.71,74.2,UNKNOWN,9698.5,1.5
GB40QXLA73233651839504,457.56875,Tubing,0.0,70.0,65.0,169.429992675781,135.469105286585,73.1173934936523,TAC_BELOW_NIP,2.0361257,2.03612565707338,17.14,6.51,N,OTHER_ANCHOR,60.67971,76.251302,127.61279499999999,155.49281299999998,40.258727,195.75153999999998,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,882,241.55,200.16,142.08,Miller LLC,10129.5,1.75
GB48BYPX39507394271257,528.8020833333334,Tubing,0.0,75.0,60.0,168.0,122.306168791118,82.25,PACKER_DONNAN,0.37852582,2.74886456811006,20.7,23.33,N,arrowset,59.05680699999999,74.675976,78.148818,96.589388,39.460629,136.050018,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,871,283.43,283.43,58.23,UNKNOWN,9558.4,2
GB12MJDS50001617729503,478.625,Tubing,0.0,75.0,65.0,168.02000427246,161.867909531844,98.0,PACKER_DONNAN,2.24,2.24,20.68,3.25,N,hornet,65.48436,85.34374,202.506098,239.993952,138.887097,378.881048,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,884,180.11,180.11,180.11,Sanchez PLC,9231.6,2
GB55SHFM04470975820878,975.1458333333334,Rods,0.0,75.0,60.0,144.0,118.32717823112,91.5999984741211,TAC_ABOVE_NIP,2.6834073,1.76336782411889,17.19,6.4,N,OTHER_ANCHOR,64.879871,85.854917,89.408163,78.59902,35.703922,114.30294099999999,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,885,175.48,175.48,175.48,Miller LLC,9443.4,1.75
GB06TGWL06258878313783,492.23541666666665,Tubing,0.0,75.0,60.0,169.399993896484,124.030496649151,74.45999908447259,PACKER_DONNAN,2.6536713,1.84314904491747,20.68,6.76,N,arrowset,54.228942,99.00298000000001,158.949534,55.267161,31.662338000000002,86.92949899999999,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,883,185.78,185.78,185.78,UNKNOWN,10123.8,1.75
GB58QBPH87594232036183,145.20833333333334,Sucker Rod Pump,0.0,75.0,65.0,166.84503920761802,151.414414653627,99.60624694824209,TAC_BELOW_NIP,2.71,2.61,20.02,10.81,N,OTHER_ANCHOR,79.78106,73.626242,267.57189500000004,229.720779,220.25324700000002,449.974026,SUCKER_RODS_W_GUIDES,False,mesh enterprise portals,SpecialService,903,288.71,288.71,288.71,West-Washington,9023.4,2
GB15MRLI70899793582974,834.0833333333334,Tubing,0.0,80.0,60.0,168.02000427246,133.82548457111798,95.0,TAC_ABOVE_NIP,2.7007391,2.70073917904387,17.12,5.89,N,OTHER_ANCHOR,64.993032,95.856675,76.820764,96.921665,73.563805,170.48547,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,904,185.06,185.06,185.06,Miller LLC,10144.5,1.75
GB49CPNB77776991539129,424.75,Tubing,0.0,80.0,65.0,169.800003051757,153.82768511625798,81.69999694824209,TAC_ABOVE_NIP,6.22,6.22,19.29,9.71,Y,OTHER_ANCHOR,54.291444999999996,70.187738,118.727449,92.822387,87.846396,180.66878400000002,SINKER_BARS_W_GUIDED_SUBS,True,mesh enterprise portals,SpecialService,872,547.73,547.73,547.73,UNKNOWN,8286.6,1.75
GB91YNOU33103543108327,690.7604166666666,Rods,0.0,75.0,60.0,144.0,98.581987731392,0.200000002980232,TAC_BELOW_NIP,0.89159423,3.36338378784824,17.15,14.17,N,OTHER_ANCHOR,56.171558999999995,69.921036,72.75851800000001,46.507812,19.54881,66.084039,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,883,270.48,270.48,63.11,Miller LLC,10194.2,1.75
GB57OGYV30180291965809,286.375,Tubing,0.0,75.0,60.0,144.0,145.22496324019,86.754165649414,PACKER_DONNAN,2.7,2.7,20.02,6.45,N,arrowset,61.10818199999999,72.76096700000001,73.799439,54.428105,35.228758,89.656863,UNKNOWN,True,strategize next-generation users,SpecialService,886,200.6,200.6,200.6,Miller LLC,9729.8,1.5
GB36MBLB96797644068431,46.375,Tubing,0.0,80.0,65.0,168.02000427246,168.170731707317,99.0,TAC_BELOW_NIP,2.68,2.34,17.1,6.95,N,OTHER_ANCHOR,57.305179,79.173585,70.975472,45.879821,26.143214,72.023036,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,884,255.89,255.89,120.16,Miller LLC,9035.3,2
GB81VHRM20937883846672,209.0,Rods,0.0,80.0,65.0,144.199996948242,75.461133217325,80.7681808471679,TAC_ABOVE_NIP,0.7895713000000001,0.7895712763413779,17.13,1.67,N,OTHER_ANCHOR,43.492258,59.071183,200.006075,29.378505,12.901869,42.280374,SLICK_SINKER_BARS,False,strategize next-generation users,D,885,65.59,65.59,65.59,Miller LLC,9899.3,1.75
GB75AVKT40471721241862,649.7916666666666,Tubing,0.0,50.0,60.0,169.429992675781,156.83043875977899,64.90000152587889,PACKER_DONNAN,1.8,2.35,2.75,2.24,N,arrowset,58.346697,129.639533,83.374781,37.271877,42.263829,79.535706,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,873,251.09,251.09,143.01,Miller LLC,9626.9,1.5
GB77UDFH34696576379741,223.33333333333334,Tubing,0.0,75.0,65.0,168.22000122070298,168.192976231728,97.0,TAC_BELOW_NIP,2.71,3.13,17.11,11.01,N,OTHER_ANCHOR,58.874615000000006,135.262902,248.190729,180.745524,96.527702,277.27322599999997,SUCKER_RODS_W_GUIDES,True,mesh enterprise portals,SpecialService,905,358.78,358.78,230.01,Miller LLC,9581.7,2
GB60XOXD90012675835138,317.5208333333333,Tubing,0.0,75.0,60.0,144.03961480077498,117.664648498535,92.19999694824209,TAC_BELOW_NIP,1.9478877,1.87963454652481,17.1,6.16,N,OTHER_ANCHOR,62.469798,83.14844599999999,167.997959,140.17051999999998,43.82659,183.99711000000002,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,886,196.88,196.88,139.62,UNKNOWN,9719.8,1.75
GB93QFUW09493740608449,273.6875,Sucker Rod Pump,0.0,75.0,60.0,144.039830711798,136.93153837171602,77.74347686767571,TAC_BELOW_NIP,1.76,1.76,20.02,1.97,N,OTHER_ANCHOR,36.965769,203.846941,125.72493600000001,87.41577099999999,23.505376000000002,110.92114699999999,SLICK_SINKER_BARS,False,strategize next-generation users,D,874,198.03,198.03,198.03,Miller LLC,9622.1,1.75
GB58MCRE05587703232906,564.9270833333334,Rods,0.0,75.0,60.0,144.039993286132,112.62247598526301,71.3000030517578,PACKER_DONNAN,2.218529,2.4188646472000803,20.8,3.52,Y,arrowset,53.505789,69.597445,105.22423500000001,74.377555,27.919696000000002,102.297251,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,886,598.38,514.08,274.03,Sanchez PLC,9684.7,1.75
GB45JFZN43019456370078,942.4166666666666,Sucker Rod Pump,0.0,75.0,0.0,139.277070063694,87.82400981239651,54.330436706542905,TAC_ABOVE_NIP,1.0677552,0.3548469702400471,19.31,1.77,N,OTHER_ANCHOR,29.441578999999997,47.3241,59.963662,27.509395,16.168058,43.677453,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,900,41.15,30.07,41.15,UNKNOWN,9936.2,1.5
GB74RFWO49895698484583,1135.9583333333333,Rods,0.0,70.0,60.0,168.02000427246,123.81258951576,93.5999984741211,TAC_BELOW_NIP,2.6188846000000003,2.429558708994,17.15,10.29,N,OTHER_ANCHOR,70.973984,106.95413799999999,70.93134599999999,88.209076,81.16544,169.374516,SINKER_BARS_W_GUIDED_SUBS,False,mesh enterprise portals,SpecialService,904,270.68,270.68,270.68,Miller LLC,10107.1,1.75
GB37VXOG89776798091935,320.375,Sucker Rod Pump,0.0,75.0,60.0,144.039743328094,133.61358874777,91.03333282470699,TAC_BELOW_NIP,1.7745528000000002,1.39971939604111,17.2,5.2,N,OTHER_ANCHOR,52.885805000000005,68.055123,77.615714,93.994118,21.667647,115.66176499999999,SLICK_SINKER_BARS,True,strategize next-generation users,SpecialService,874,237.47,156.32,156.32,Miller LLC,9541.0,1.75
